HeatMiser_ID	Distance_Feature	Speeding_Feature	Location Type	OSHA
2018_2866	181.75	10	Warehouse	Safe
2018_2867	67.36	6	Office	Safe
2018_2868	65.23	5	Office	Safe
2018_2869	49.69	38	Office	Compliant
2018_2870	181.64	17	Warehouse	Safe
2018_2871	36.42	7	Office	Safe
2018_2872	57.2	5	Office	Safe
2018_2873	229.3	15	Warehouse	Safe
2018_2874	29.28	3	Office	Safe
2018_2875	42.04	5	Office	Safe
2018_2876	49.47	4	Office	Safe
2018_2877	38.04	4	Office	Safe
2018_2878	51.62	6	Office	Safe
2018_2879	43.68	1	Office	Safe
2018_2880	192.21	8	Warehouse	Safe
2018_2881	54.26	5	Office	Safe
2018_2882	74.11	6	Office	Safe
2018_2883	53.11	2	Office	Safe
2018_2884	176.49	82	Warehouse	Compliant
2018_2885	43.63	8	Office	Safe
2018_2886	34.11	5	Office	Safe
2018_2887	32.36	5	Office	Safe
2018_2888	50.58	8	Office	Safe
2018_2889	48.73	4	Office	Safe
2018_2890	192.31	12	Warehouse	Safe
2018_2891	46.89	6	Office	Safe
2018_2892	48.26	5	Office	Safe
2018_2893	56.59	6	Office	Safe
2018_2894	56.17	1	Office	Safe
2018_2895	59.62	23	Office	Compliant
2018_2896	45.97	23	Office	Compliant
2018_2897	74.19	9	Office	Safe
2018_2898	45.45	3	Office	Safe
2018_2899	31.07	3	Office	Safe
2018_2900	59.08	5	Office	Safe
2018_2901	43.61	3	Office	Safe
2018_2902	56.52	2	Office	Safe
2018_2903	51.15	6	Office	Safe
2018_2904	57.25	0	Office	Safe
2018_2905	51.33	38	Office	Compliant
2018_2906	43.84	36	Office	Compliant
2018_2907	175.29	11	Warehouse	Safe
2018_2908	59.82	7	Office	Safe
2018_2909	54.41	7	Office	Safe
2018_2910	50.64	4	Office	Safe
2018_2911	45.78	8	Office	Safe
2018_2912	39.21	6	Office	Safe
2018_2913	38.34	4	Office	Safe
2018_2914	31.3	33	Office	Compliant
2018_2915	47.59	4	Office	Safe
2018_2916	34.86	6	Office	Safe
2018_2917	46.85	5	Office	Safe
2018_2918	30.3	1	Office	Safe
2018_2919	44.68	7	Office	Safe
2018_2920	156.57	7	Warehouse	Safe
2018_2921	36.18	5	Office	Safe
2018_2922	53.75	8	Office	Safe
2018_2923	189.97	3	Warehouse	Safe
2018_2924	56.33	3	Office	Safe
2018_2925	60.9	6	Office	Safe
2018_2926	59.63	24	Office	Compliant
2018_2927	49.07	7	Office	Safe
2018_2928	66.37	5	Office	Safe
2018_2929	63.6	4	Office	Safe
2018_2930	49.48	2	Office	Safe
2018_2931	70.21	6	Office	Safe
2018_2932	40.43	5	Office	Safe
2018_2933	47.64	5	Office	Safe
2018_2934	219.39	1	Warehouse	Safe
2018_2935	45.94	6	Office	Safe
2018_2936	38.84	4	Office	Safe
2018_2937	42.87	6	Office	Safe
2018_2938	63.88	6	Office	Safe
2018_2939	34.34	3	Office	Safe
2018_2940	45.21	3	Office	Safe
2018_2941	55.47	7	Office	Safe
2018_2942	61.69	12	Office	Safe
2018_2943	184.1	19	Warehouse	Safe
2018_2944	136.52	13	Warehouse	Safe
2018_2945	30.89	5	Office	Safe
2018_2946	50.67	4	Office	Safe
2018_2947	187.17	7	Warehouse	Safe
2018_2948	46.69	2	Office	Safe
2018_2949	54.48	2	Office	Safe
2018_2950	26.95	8	Office	Safe
2018_2951	217.21	8	Warehouse	Safe
2018_2952	168.47	56	Warehouse	Compliant
2018_2953	51.61	2	Office	Safe
2018_2954	188.19	3	Warehouse	Safe
2018_2955	59.19	33	Office	Compliant
2018_2956	51.92	7	Office	Safe
2018_2957	58.38	5	Office	Safe
2018_2958	64.11	5	Office	Safe
2018_2959	29.54	5	Office	Safe
2018_2960	41.91	5	Office	Safe
2018_2961	51.84	27	Office	Compliant
2018_2962	44.53	4	Office	Safe
2018_2963	56.49	4	Office	Safe
2018_2964	48.53	6	Office	Safe
2018_2965	212.8	51	Warehouse	Compliant
2018_2966	30.27	4	Office	Safe
2018_2967	45.83	2	Office	Safe
2018_2968	48.69	6	Office	Safe
2018_2969	50.86	6	Office	Safe
2018_2970	33.04	3	Office	Safe
2018_2971	32.1	2	Office	Safe
2018_2972	201.99	15	Warehouse	Safe
2018_2973	41.94	3	Office	Safe
2018_2974	176.88	7	Warehouse	Safe
2018_2975	65.08	3	Office	Safe
2018_2976	59.43	5	Office	Safe
2018_2977	61.06	4	Office	Safe
2018_2978	43.05	4	Office	Safe
2018_2979	51.83	6	Office	Safe
2018_2980	34.76	5	Office	Safe
2018_2981	178.47	99	Warehouse	Compliant
2018_2982	53.89	2	Office	Safe
2018_2983	63	6	Office	Safe
2018_2984	52.72	2	Office	Safe
2018_2985	50.69	7	Office	Safe
2018_2986	178.05	29	Warehouse	Compliant
2018_2987	48.31	6	Office	Safe
2018_2988	39.75	3	Office	Safe
2018_2989	182.53	99	Warehouse	Compliant
2018_2990	200.72	20	Warehouse	Safe
2018_2991	58.33	3	Office	Safe
2018_2992	193.4	12	Warehouse	Safe
2018_2993	209.76	15	Warehouse	Safe
2018_2994	67.7	43	Office	Compliant
2018_2995	46.8	6	Office	Safe
2018_2996	57.77	14	Office	Safe
2018_2997	46.33	2	Office	Safe
2018_2998	174.44	9	Warehouse	Safe
2018_2999	38.77	5	Office	Safe
2018_3000	55.56	5	Office	Safe
2018_3001	49.47	10	Office	Safe
2018_3002	151.59	4	Warehouse	Safe
2018_3003	41.73	7	Office	Safe
2018_3004	46.85	7	Office	Safe
2018_3005	37.05	5	Office	Safe
2018_3006	41.15	7	Office	Safe
2018_3007	47	5	Office	Safe
2018_3008	37.83	7	Office	Safe
2018_3009	204.62	38	Warehouse	Compliant
2018_3010	31.25	29	Office	Compliant
2018_3011	38.32	5	Office	Safe
2018_3012	51.16	25	Office	Compliant
2018_3013	46.82	5	Office	Safe
2018_3014	177.75	12	Warehouse	Safe
2018_3015	48.07	4	Office	Safe
2018_3016	47.62	5	Office	Safe
2018_3017	55.84	3	Office	Safe
2018_3018	50.1	5	Office	Safe
2018_3019	211.36	5	Warehouse	Safe
2018_3020	46.08	7	Office	Safe
2018_3021	34.41	4	Office	Safe
2018_3022	48.75	8	Office	Safe
2018_3023	37.15	7	Office	Safe
2018_3024	161.32	9	Warehouse	Safe
2018_3025	49.51	29	Office	Compliant
2018_3026	55.85	5	Office	Safe
2018_3027	27.99	2	Office	Safe
2018_3028	64.81	8	Office	Safe
2018_3029	51.39	9	Office	Safe
2018_3030	51.06	24	Office	Compliant
2018_3031	191.52	9	Warehouse	Safe
2018_3032	171.16	51	Warehouse	Compliant
2018_3033	46.44	5	Office	Safe
2018_3034	206.59	10	Warehouse	Safe
2018_3035	60.23	2	Office	Safe
2018_3036	26.62	5	Office	Safe
2018_3037	47.74	3	Office	Safe
2018_3038	150.8	8	Warehouse	Safe
2018_3039	56.31	3	Office	Safe
2018_3040	56.54	20	Office	Compliant
2018_3041	45.83	2	Office	Safe
2018_3042	58.11	9	Office	Safe
2018_3043	42.04	4	Office	Safe
2018_3044	58.43	2	Office	Safe
2018_3045	48.2	6	Office	Safe
2018_3046	41.01	3	Office	Safe
2018_3047	42.04	3	Office	Safe
2018_3048	155.86	6	Warehouse	Safe
2018_3049	145.28	91	Warehouse	Compliant
2018_3050	55.4	4	Office	Safe
2018_3051	149.08	78	Warehouse	Compliant
2018_3052	59.35	4	Office	Safe
2018_3053	184.44	5	Warehouse	Safe
2018_3054	56.09	11	Office	Safe
2018_3055	45.39	6	Office	Safe
2018_3056	50.93	6	Office	Safe
2018_3057	158.71	9	Warehouse	Safe
2018_3058	163.17	91	Warehouse	Compliant
2018_3059	43.96	5	Office	Safe
2018_3060	147.55	12	Warehouse	Safe
2018_3061	48.14	3	Office	Safe
2018_3062	48.98	6	Office	Safe
2018_3063	33.2	3	Office	Safe
2018_3064	50.47	6	Office	Safe
2018_3065	65.01	6	Office	Safe
2018_3066	224.94	27	Warehouse	Compliant
2018_3067	50.05	4	Office	Safe
2018_3068	47.89	28	Office	Compliant
2018_3069	59.91	6	Office	Safe
2018_3070	52.59	4	Office	Safe
2018_3071	46.93	3	Office	Safe
2018_3072	37.91	7	Office	Safe
2018_3073	181.89	17	Warehouse	Safe
2018_3074	48.98	4	Office	Safe
2018_3075	41.63	6	Office	Safe
2018_3076	164.96	5	Warehouse	Safe
2018_3077	49.37	3	Office	Safe
2018_3078	35.52	6	Office	Safe
2018_3079	208.19	17	Warehouse	Safe
2018_3080	58.45	30	Office	Compliant
2018_3081	59.12	7	Office	Safe
2018_3082	47.52	2	Office	Safe
2018_3083	51.82	5	Office	Safe
2018_3084	51.2	6	Office	Safe
2018_3085	66.8	6	Office	Safe
2018_3086	55.83	4	Office	Safe
2018_3087	57.77	2	Office	Safe
2018_3088	68.64	3	Office	Safe
2018_3089	65.76	9	Office	Safe
2018_3090	30.45	2	Office	Safe
2018_3091	49.33	28	Office	Compliant
2018_3092	50.56	5	Office	Safe
2018_3093	161.14	10	Warehouse	Safe
2018_3094	60.55	7	Office	Safe
2018_3095	63.06	27	Office	Compliant
2018_3096	41.06	31	Office	Compliant
2018_3097	49.89	9	Office	Safe
2018_3098	54.96	3	Office	Safe
2018_3099	35.51	7	Office	Safe
2018_3100	63.67	7	Office	Safe
2018_3101	60.52	9	Office	Safe
2018_3102	154.33	3	Warehouse	Safe
2018_3103	45.32	6	Office	Safe
2018_3104	36.53	6	Office	Safe
2018_3105	37.68	7	Office	Safe
2018_3106	66.83	6	Office	Safe
2018_3107	184.19	14	Warehouse	Safe
2018_3108	53.36	11	Office	Safe
2018_3109	186.67	15	Warehouse	Safe
2018_3110	58.61	5	Office	Safe
2018_3111	40.94	59	Office	Compliant
2018_3112	50.75	2	Office	Safe
2018_3113	67.31	5	Office	Safe
2018_3114	56.18	6	Office	Safe
2018_3115	47.65	7	Office	Safe
2018_3116	177.82	12	Warehouse	Safe
2018_3117	32.36	5	Office	Safe
2018_3118	59.02	5	Office	Safe
2018_3119	60.44	3	Office	Safe
2018_3120	45.18	27	Office	Compliant
2018_3121	168.36	13	Warehouse	Safe
2018_3122	54.32	4	Office	Safe
2018_3123	42.88	5	Office	Safe
2018_3124	192.12	16	Warehouse	Safe
2018_3125	69.93	3	Office	Safe
2018_3126	194.68	2	Warehouse	Safe
2018_3127	38.09	2	Office	Safe
2018_3128	56.99	7	Office	Safe
2018_3129	39.3	2	Office	Safe
2018_3130	59.63	3	Office	Safe
2018_3131	51.08	7	Office	Safe
2018_3132	48.09	5	Office	Safe
2018_3133	45.74	5	Office	Safe
2018_3134	151.09	13	Warehouse	Safe
2018_3135	51.68	4	Office	Safe
2018_3136	177.43	10	Warehouse	Safe
2018_3137	50.29	4	Office	Safe
2018_3138	64.63	8	Office	Safe
2018_3139	158.05	8	Warehouse	Safe
2018_3140	38.74	6	Office	Safe
2018_3141	51.23	5	Office	Safe
2018_3142	54.67	4	Office	Safe
2018_3143	55.68	37	Office	Compliant
2018_3144	64.9	6	Office	Safe
2018_3145	60.07	3	Office	Safe
2018_3146	44.98	3	Office	Safe
2018_3147	171.42	4	Warehouse	Safe
2018_3148	34.02	6	Office	Safe
2018_3149	48.51	23	Office	Compliant
2018_3150	47.86	45	Office	NonCompliant
2018_3151	39.22	3	Office	Safe
2018_3152	180.65	16	Warehouse	Safe
2018_3153	41.64	1	Office	Safe
2018_3154	42	5	Office	Safe
2018_3155	48.67	3	Office	Safe
2018_3156	40.59	6	Office	Safe
2018_3157	48.21	8	Office	Safe
2018_3158	196.37	17	Warehouse	Safe
2018_3159	218.21	11	Warehouse	Safe
2018_3160	63.01	7	Office	Safe
2018_3161	43.54	4	Office	Safe
2018_3162	41.52	4	Office	Safe
2018_3163	55.92	22	Office	Compliant
2018_3164	37.52	6	Office	Safe
2018_3165	64.16	7	Office	Safe
2018_3166	195.43	9	Warehouse	Safe
2018_3167	160.78	11	Warehouse	Safe
2018_3168	172.11	12	Warehouse	Safe
2018_3169	39.53	6	Office	Safe
2018_3170	61.45	9	Office	Safe
2018_3171	43.54	6	Office	Safe
2018_3172	63.94	4	Office	Safe
2018_3173	50.63	8	Office	Safe
2018_3174	66.87	6	Office	Safe
2018_3175	185.33	8	Warehouse	Safe
2018_3176	45.3	5	Office	Safe
2018_3177	49.26	26	Office	Compliant
2018_3178	180.18	11	Warehouse	Safe
2018_3179	189.78	17	Warehouse	Safe
2018_3180	57.22	7	Office	Safe
2018_3181	152.64	16	Warehouse	Safe
2018_3182	197.44	15	Warehouse	Safe
2018_3183	176.14	5	Warehouse	Safe
2018_3184	32.12	6	Office	Safe
2018_3185	44.07	27	Office	Compliant
2018_3186	52.37	6	Office	Safe
2018_3187	32.52	10	Office	Safe
2018_3188	51.13	5	Office	Safe
2018_3189	49.7	3	Office	Safe
2018_3190	40.67	5	Office	Safe
2018_3191	161.9	15	Warehouse	Safe
2018_3192	45.58	4	Office	Safe
2018_3193	142.83	5	Warehouse	Safe
2018_3194	65.75	34	Office	Compliant
2018_3195	42.25	5	Office	Safe
2018_3196	193.05	11	Warehouse	Safe
2018_3197	36.6	4	Office	Safe
2018_3198	60.39	8	Office	Safe
2018_3199	181.12	58	Warehouse	Compliant
2018_3200	47.6	4	Office	Safe
2018_3201	54.6	30	Office	Compliant
2018_3202	44.46	4	Office	Safe
2018_3203	16.39	8	Office	Safe
2018_3204	169.75	5	Warehouse	Safe
2018_3205	52.86	5	Office	Safe
2018_3206	164.4	10	Warehouse	Safe
2018_3207	60.9	3	Office	Safe
2018_3208	39.62	7	Office	Safe
2018_3209	27.83	5	Office	Safe
2018_3210	62.38	2	Office	Safe
2018_3211	35.38	4	Office	Safe
2018_3212	67.41	4	Office	Safe
2018_3213	54.66	3	Office	Safe
2018_3214	53.25	3	Office	Safe
2018_3215	33.77	3	Office	Safe
2018_3216	41.22	4	Office	Safe
2018_3217	163.94	0	Warehouse	Safe
2018_3218	60.05	6	Office	Safe
2018_3219	55.7	1	Office	Safe
2018_3220	39.14	7	Office	Safe
2018_3221	55.71	1	Office	Safe
2018_3222	174.78	14	Warehouse	Safe
2018_3223	42.77	6	Office	Safe
2018_3224	58.68	24	Office	Compliant
2018_3225	44.61	8	Office	Safe
2018_3226	41.83	8	Office	Safe
2018_3227	56.56	3	Office	Safe
2018_3228	64.48	3	Office	Safe
2018_3229	56.27	4	Office	Safe
2018_3230	56.23	2	Office	Safe
2018_3231	49.56	4	Office	Safe
2018_3232	52.42	7	Office	Safe
2018_3233	44.77	3	Office	Safe
2018_3234	72.33	5	Office	Safe
2018_3235	206.15	14	Warehouse	Safe
2018_3236	146.35	16	Warehouse	Safe
2018_3237	48.17	4	Office	Safe
2018_3238	47.98	8	Office	Safe
2018_3239	52.78	9	Office	Safe
2018_3240	46.57	6	Office	Safe
2018_3241	42.53	4	Office	Safe
2018_3242	42.59	6	Office	Safe
2018_3243	58.28	5	Office	Safe
2018_3244	189.75	9	Warehouse	Safe
2018_3245	37.63	3	Office	Safe
2018_3246	34.87	4	Office	Safe
2018_3247	170.72	1	Warehouse	Safe
2018_3248	63.95	3	Office	Safe
2018_3249	54.84	7	Office	Safe
2018_3250	55.05	7	Office	Safe
2018_3251	40.59	9	Office	Safe
2018_3252	56.08	8	Office	Safe
2018_3253	166.62	9	Warehouse	Safe
2018_3254	58.09	6	Office	Safe
2018_3255	39.63	31	Office	Compliant
2018_3256	50.11	34	Office	Compliant
2018_3257	170.72	7	Warehouse	Safe
2018_3258	53.59	5	Office	Safe
2018_3259	57.83	7	Office	Safe
2018_3260	211.26	6	Warehouse	Safe
2018_3261	53.68	2	Office	Safe
2018_3262	47.63	8	Office	Safe
2018_3263	55.81	6	Office	Safe
2018_3264	41.83	5	Office	Safe
2018_3265	160.71	11	Warehouse	Safe
2018_3266	53.56	27	Office	Compliant
2018_3267	159.7	11	Warehouse	Safe
2018_3268	208.96	18	Warehouse	Safe
2018_3269	53.51	8	Office	Safe
2018_3270	54	6	Office	Safe
2018_3271	67.87	2	Office	Safe
2018_3272	29.94	4	Office	Safe
2018_3273	31.73	8	Office	Safe
2018_3274	55.12	6	Office	Safe
2018_3275	39.28	6	Office	Safe
2018_3276	43.94	6	Office	Safe
2018_3277	64.54	27	Office	Compliant
2018_3278	36.63	5	Office	Safe
2018_3279	49.39	6	Office	Safe
2018_3280	42.99	8	Office	Safe
2018_3281	49.88	6	Office	Safe
2018_3282	54.06	6	Office	Safe
2018_3283	57.78	5	Office	Safe
2018_3284	53.84	6	Office	Safe
2018_3285	46.26	8	Office	Safe
2018_3286	47.88	7	Office	Safe
2018_3287	71.83	5	Office	Safe
2018_3288	53.28	5	Office	Safe
2018_3289	32.95	10	Office	Safe
2018_3290	50.75	4	Office	Safe
2018_3291	17.66	23	Office	Compliant
2018_3292	41.54	8	Office	Safe
2018_3293	47.85	7	Office	Safe
2018_3294	64.96	6	Office	Safe
2018_3295	50.67	4	Office	Safe
2018_3296	49.22	8	Office	Safe
2018_3297	190.56	11	Warehouse	Safe
2018_3298	48.16	6	Office	Safe
2018_3299	36.91	6	Office	Safe
2018_3300	63.71	6	Office	Safe
2018_3301	47.57	6	Office	Safe
2018_3302	54.05	2	Office	Safe
2018_3303	48.93	32	Office	Compliant
2018_3304	57.46	14	Office	Safe
2018_3305	40.75	4	Office	Safe
2018_3306	51.93	6	Office	Safe
2018_3307	155.84	13	Warehouse	Safe
2018_3308	61.23	3	Office	Safe
2018_3309	40.4	6	Office	Safe
2018_3310	56.9	3	Office	Safe
2018_3311	55.64	7	Office	Safe
2018_3312	183.96	6	Warehouse	Safe
2018_3313	48.62	10	Office	Safe
2018_3314	184.94	11	Warehouse	Safe
2018_3315	50.69	8	Office	Safe
2018_3316	39.27	34	Office	Safe
2018_3317	205.78	9	Warehouse	Safe
2018_3318	64.13	6	Office	Safe
2018_3319	59.02	3	Office	Safe
2018_3320	184.45	12	Warehouse	Safe
2018_3321	42.52	5	Office	Safe
2018_3322	56.01	4	Office	Safe
2018_3323	38.4	4	Office	Safe
2018_3324	42	8	Office	Safe
2018_3325	46.44	5	Office	Safe
2018_3326	48.94	34	Office	Safe
2018_3327	189.25	7	Warehouse	Safe
2018_3328	49.98	28	Office	Safe
2018_3329	35.13	38	Office	Safe
2018_3330	53.43	5	Office	Safe
2018_3331	60.82	5	Office	Safe
2018_3332	176.01	70	Warehouse	NonCompliant
2018_3333	47.13	3	Office	Safe
2018_3334	210.69	2	Warehouse	Safe
2018_3335	43.23	4	Office	Safe
2018_3336	57.03	6	Office	Safe
2018_3337	183.7	74	Warehouse	NonCompliant
2018_3338	201.68	16	Warehouse	Safe
2018_3339	57.32	9	Office	Safe
2018_3340	49.34	5	Office	Safe
2018_3341	164.29	12	Warehouse	Safe
2018_3342	46.72	7	Office	Safe
2018_3343	49.1	5	Office	Safe
2018_3344	190.33	14	Warehouse	Safe
2018_3345	50.24	8	Office	Safe
2018_3346	36	45	Office	NonCompliant
2018_3347	40.22	6	Office	Safe
2018_3348	50.32	40	Office	NonCompliant
2018_3349	185.5	13	Warehouse	Safe
2018_3350	63.49	4	Office	Safe
2018_3351	49.58	4	Office	Safe
2018_3352	54.52	6	Office	Safe
2018_3353	44.21	5	Office	Safe
2018_3354	184.46	4	Warehouse	Safe
2018_3355	47.57	5	Office	Safe
2018_3356	47.36	7	Office	Safe
2018_3357	40.46	7	Office	Safe
2018_3358	51.33	31	Office	Safe
2018_3359	37.14	6	Office	Safe
2018_3360	43.04	8	Office	Safe
2018_3361	70.59	2	Office	Safe
2018_3362	48.51	8	Office	Safe
2018_3363	42.71	5	Office	Safe
2018_3364	69.72	4	Office	Safe
2018_3365	60.75	2	Office	Safe
2018_3366	181.05	4	Warehouse	Safe
2018_3367	38.41	24	Office	Safe
2018_3368	55.04	4	Office	Safe
2018_3369	36.66	4	Office	Safe
2018_3370	38.76	4	Office	Safe
2018_3371	57.81	20	Office	Safe
2018_3372	53.79	5	Office	Safe
2018_3373	68.18	5	Office	Safe
2018_3374	148	66	Warehouse	NonCompliant
2018_3375	46.99	3	Office	Safe
2018_3376	60.32	5	Office	Safe
2018_3377	41.16	2	Office	Safe
2018_3378	55.72	5	Office	Safe
2018_3379	56.12	0	Office	Safe
2018_3380	208.65	45	Warehouse	Safe
2018_3381	52.6	3	Office	Safe
2018_3382	61.28	6	Office	Safe
2018_3383	55.64	24	Office	Compliant
2018_3384	66.26	6	Office	Safe
2018_3385	50.2	5	Office	Safe
2018_3386	41.93	4	Office	Safe
2018_3387	187.28	8	Warehouse	Safe
2018_3388	43.46	6	Office	Safe
2018_3389	160.49	6	Warehouse	Safe
2018_3390	53.16	53	Office	NonCompliant
2018_3391	56.28	27	Office	Compliant
2018_3392	54.07	5	Office	Safe
2018_3393	50.94	5	Office	Safe
2018_3394	46.4	34	Office	Compliant
2018_3395	70.3	2	Office	Safe
2018_3396	63.47	25	Office	Compliant
2018_3397	65.02	3	Office	Safe
2018_3398	53.29	6	Office	Safe
2018_3399	53.23	6	Office	Safe
2018_3400	169.64	9	Warehouse	Safe
2018_3401	46.88	6	Office	Safe
2018_3402	43.5	4	Office	Safe
2018_3403	46.99	6	Office	Safe
2018_3404	45.58	0	Office	Safe
2018_3405	51.01	22	Office	Compliant
2018_3406	169.45	67	Warehouse	NonCompliant
2018_3407	38.2	6	Office	Safe
2018_3408	196.13	17	Warehouse	Safe
2018_3409	182.61	10	Warehouse	Safe
2018_3410	41.91	10	Office	Safe
2018_3411	50.65	4	Office	Safe
2018_3412	48.43	3	Office	Safe
2018_3413	70.7	2	Office	Safe
2018_3414	35.15	5	Office	Safe
2018_3415	57.11	5	Office	Safe
2018_3416	36.88	5	Office	Safe
2018_3417	55.34	6	Office	Safe
2018_3418	41.59	3	Office	Safe
2018_3419	45.34	26	Office	Compliant
2018_3420	53.41	22	Office	Compliant
2018_3421	56.73	4	Office	Safe
2018_3422	42.9	6	Office	Safe
2018_3423	44.92	3	Office	Safe
2018_3424	177.2	87	Warehouse	NonCompliant
2018_3425	61.27	6	Office	Safe
2018_3426	45.25	8	Office	Safe
2018_3427	201.69	14	Warehouse	Safe
2018_3428	22.36	5	Office	Safe
2018_3429	32.9	36	Office	Compliant
2018_3430	193.3	7	Warehouse	Safe
2018_3431	55.63	4	Office	Safe
2018_3432	36.07	5	Office	Safe
2018_3433	39.44	8	Office	Safe
2018_3434	33.66	8	Office	Safe
2018_3435	63.79	33	Office	Compliant
2018_3436	165.22	16	Warehouse	Safe
2018_3437	45.51	33	Office	Compliant
2018_3438	52.3	3	Office	Safe
2018_3439	61.21	1	Office	Safe
2018_3440	43.16	6	Office	Safe
2018_3441	169.25	9	Warehouse	Safe
2018_3442	50	27	Office	Compliant
2018_3443	37.41	5	Office	Safe
2018_3444	57.13	4	Office	Safe
2018_3445	48.91	2	Office	Safe
2018_3446	157.26	10	Warehouse	Safe
2018_3447	57.49	6	Office	Safe
2018_3448	32.54	9	Office	Safe
2018_3449	48.5	6	Office	Safe
2018_3450	37.68	5	Office	Safe
2018_3451	43.06	3	Office	Safe
2018_3452	36.98	6	Office	Safe
2018_3453	23.46	2	Office	Safe
2018_3454	56.01	6	Office	Safe
2018_3455	173.72	84	Warehouse	NonCompliant
2018_3456	56.9	10	Office	Safe
2018_3457	64.15	8	Office	Safe
2018_3458	47.68	4	Office	Safe
2018_3459	41.53	5	Office	Safe
2018_3460	28.72	37	Office	Compliant
2018_3461	51.97	4	Office	Safe
2018_3462	45.85	6	Office	Safe
2018_3463	51.76	4	Office	Safe
2018_3464	53.88	30	Office	Compliant
2018_3465	54.73	5	Office	Safe
2018_3466	33.42	4	Office	Safe
2018_3467	180.6	13	Warehouse	Safe
2018_3468	59.22	14	Office	Safe
2018_3469	36.99	3	Office	Safe
2018_3470	51.97	5	Office	Safe
2018_3471	45.51	6	Office	Safe
2018_3472	64.43	8	Office	Safe
2018_3473	51.85	37	Office	Compliant
2018_3474	55.4	8	Office	Safe
2018_3475	41.38	8	Office	Safe
2018_3476	159.92	15	Warehouse	Safe
2018_3477	42.32	5	Office	Safe
2018_3478	53.25	3	Office	Safe
2018_3479	54.99	4	Office	Safe
2018_3480	55.12	34	Office	Compliant
2018_3481	173.26	19	Warehouse	Safe
2018_3482	50.36	3	Office	Safe
2018_3483	49.4	54	Office	NonCompliant
2018_3484	52.11	7	Office	Safe
2018_3485	199.81	32	Warehouse	Compliant
2018_3486	34	6	Office	Safe
2018_3487	179.74	11	Warehouse	Safe
2018_3488	180.84	21	Warehouse	Compliant
2018_3489	54.75	5	Office	Safe
2018_3490	53.88	3	Office	Safe
2018_3491	148.44	7	Warehouse	Safe
2018_3492	60.99	4	Office	Safe
2018_3493	50.43	7	Office	Safe
2018_3494	49.3	1	Office	Safe
2018_3495	56.49	6	Office	Safe
2018_3496	46.04	2	Office	Safe
2018_3497	62.75	6	Office	Safe
2018_3498	62.3	5	Office	Safe
2018_3499	212.41	12	Warehouse	Safe
2018_3500	58.89	9	Office	Safe
2018_3501	45.71	7	Office	Safe
2018_3502	176.96	23	Warehouse	Compliant
2018_3503	52.11	5	Office	Safe
2018_3504	57.64	6	Office	Safe
2018_3505	58.5	5	Office	Safe
2018_3506	54.56	5	Office	Safe
2018_3507	55.96	8	Office	Safe
2018_3508	57.16	4	Office	Safe
2018_3509	52.33	4	Office	Safe
2018_3510	191.27	8	Warehouse	Safe
2018_3511	30.97	8	Office	Safe
2018_3512	46.7	0	Office	Safe
2018_3513	44	7	Office	Safe
2018_3514	201.79	1	Warehouse	Safe
2018_3515	65.73	5	Office	Safe
2018_3516	40.24	5	Office	Safe
2018_3517	52.15	4	Office	Safe
2018_3518	168.09	12	Warehouse	Safe
2018_3519	62.34	3	Office	Safe
2018_3520	56.52	7	Office	Safe
2018_3521	43.77	6	Office	Safe
2018_3522	29.88	4	Office	Safe
2018_3523	40.5	4	Office	Safe
2018_3524	69.29	21	Office	Compliant
2018_3525	55.09	19	Office	Compliant
2018_3526	50.81	5	Office	Safe
2018_3527	168.34	9	Warehouse	Safe
2018_3528	161.94	9	Warehouse	Safe
2018_3529	55.1	4	Office	Safe
2018_3530	63.75	4	Office	Safe
2018_3531	39.93	4	Office	Safe
2018_3532	52.07	6	Office	Safe
2018_3533	43.89	5	Office	Safe
2018_3534	182.32	15	Warehouse	Safe
2018_3535	58.56	7	Office	Safe
2018_3536	54.16	5	Office	Safe
2018_3537	188.25	18	Warehouse	Safe
2018_3538	203.03	10	Warehouse	Safe
2018_3539	180.45	4	Warehouse	Safe
2018_3540	58.13	6	Office	Safe
2018_3541	187.46	7	Warehouse	Safe
2018_3542	52.03	4	Office	Safe
2018_3543	51.91	2	Office	Safe
2018_3544	51.48	19	Office	Compliant
2018_3545	197.71	9	Warehouse	Safe
2018_3546	44.51	6	Office	Safe
2018_3547	45.16	4	Office	Safe
2018_3548	43.53	2	Office	Safe
2018_3549	153.84	9	Warehouse	Safe
2018_3550	55.61	6	Office	Safe
2018_3551	164.47	10	Warehouse	Safe
2018_3552	46.08	3	Office	Safe
2018_3553	184.76	56	Warehouse	Compliant
2018_3554	176.54	3	Warehouse	Safe
2018_3555	65.57	6	Office	Safe
2018_3556	33.9	6	Office	Safe
2018_3557	53.15	8	Office	Safe
2018_3558	49.24	5	Office	Safe
2018_3559	58.14	7	Office	Safe
2018_3560	56.55	5	Office	Safe
2018_3561	60.38	4	Office	Safe
2018_3562	56.96	7	Office	Safe
2018_3563	172.85	13	Warehouse	Safe
2018_3564	50.55	7	Office	Safe
2018_3565	55.18	5	Office	Safe
2018_3566	35.83	6	Office	Safe
2018_3567	57.45	5	Office	Safe
2018_3568	47.9	3	Office	Safe
2018_3569	189.88	97	Warehouse	NonCompliant
2018_3570	151.81	67	Warehouse	NonCompliant
2018_3571	61.76	23	Office	Compliant
2018_3572	66.12	38	Office	Compliant
